id,card_name,characters,card_number,spell_type,race,card_text,illustrator_id,deck_name,fc2wiki_link
0099,『⑨《熱かい悩む神の火》霊烏路空』,霊烏路空,⑨,攻撃スペル,妖獣,"条件：ゲーム中に自分の自機札が別の札と入れ替えられている。
効果：この札の数値を⑩にする。この札は弾幕攻撃を行える。",01,地霊殿デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A8%E3%80%8A%E7%86%B1%E3%81%8B%E3%81%84%E6%82%A9%E3%82%80%E7%A5%9E%E3%81%AE%E7%81%AB%E3%80%8B%E9%9C%8A%E7%83%8F%E8%B7%AF%E7%A9%BA%E3%80%8F
0100,『⑩《信仰は儚き人間の為に》東風谷早苗』,東風谷早苗,⑩,攻撃スペル,人間,"代償：自分の手札にある妖怪札を1枚選択し、捨て札に送る。
効果：この札の攻撃を受けた表向き札は回避スペルを発動できない。",01,地霊殿デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A9%E3%80%8A%E4%BF%A1%E4%BB%B0%E3%81%AF%E5%84%9A%E3%81%8D%E4%BA%BA%E9%96%93%E3%81%AE%E7%82%BA%E3%81%AB%E3%80%8B%E6%9D%B1%E9%A2%A8%E8%B0%B7%E6%97%A9%E8%8B%97%E3%80%8F
0101,『⑪《閉じた恋の瞳》古明地こいし』,古明地こいし,⑪,攻撃スペル,妖怪,"代償：自分の裏向き札を1枚選択し、表向きにする。
効果：この札と代償で選択した札の配置を入れ替える。",01,地霊殿デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%AA%E3%80%8A%E9%96%89%E3%81%98%E3%81%9F%E6%81%8B%E3%81%AE%E7%9E%B3%E3%80%8B%E5%8F%A4%E6%98%8E%E5%9C%B0%E3%81%93%E3%81%84%E3%81%97%E3%80%8F
0102,『⑫《覚の妖怪》古明地姉妹』,古明地姉妹,⑫,回避スペル,妖怪,"代償：自分の手札にある妖怪札を1枚選択し、捨て札に送る。
効果：自分の捨て札にある⑨以下の妖獣札を1枚選択し、手札に加える。",01,地霊殿デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%AB%E3%80%8A%E8%A6%9A%E3%81%AE%E5%A6%96%E6%80%AA%E3%80%8B%E5%8F%A4%E6%98%8E%E5%9C%B0%E5%A7%89%E5%A6%B9%E3%80%8F
0103,『①《ダウザーの小さな大将》ナズーリン』,ナズーリン,①,スペルなし,妖獣,,01,星蓮船デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A0%E3%80%8A%E3%83%80%E3%82%A6%E3%82%B6%E3%83%BC%E3%81%AE%E5%B0%8F%E3%81%95%E3%81%AA%E5%A4%A7%E5%B0%86%E3%80%8B%E3%83%8A%E3%82%BA%E3%83%BC%E3%83%AA%E3%83%B3%E3%80%8F
0104,『②《愉快な忘れ傘》多々良小傘』,多々良小傘,②,回避スペル,付喪神,"条件：⑩以上の攻撃を受ける。
効果：相手の自機エリアを１ヶ所選択し、相手の自機札を選択したエリアに配置する。",01,星蓮船デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A1%E3%80%8A%E6%84%89%E5%BF%AB%E3%81%AA%E5%BF%98%E3%82%8C%E5%82%98%E3%80%8B%E5%A4%9A%E3%80%85%E8%89%AF%E5%B0%8F%E5%82%98%E3%80%8F
0105,『③《めざせ宝船、一攫千金！》博麗霊夢』,博麗霊夢,③,スペルなし,人間,,01,星蓮船デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A2%E3%80%8A%E3%82%81%E3%81%96%E3%81%9B%E5%AE%9D%E8%88%B9%E3%80%81%E4%B8%80%E6%94%AB%E5%8D%83%E9%87%91%EF%BC%81%E3%80%8B%E5%8D%9A%E9%BA%97%E9%9C%8A%E5%A4%A2%E3%80%8F
0106,『④《守り守られし大輪》雲居一輪＆雲山』,"雲居一輪, 雲山",④,攻撃スペル,妖怪,"代償：この札は相手守護エリアの中央に配置された札のみ攻撃できる。
効果：回避判定時に相手札が⑩以上だった場合、数値に関係なく撃破する。",01,星蓮船デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A3%E3%80%8A%E5%AE%88%E3%82%8A%E5%AE%88%E3%82%89%E3%82%8C%E3%81%97%E5%A4%A7%E8%BC%AA%E3%80%8B%E9%9B%B2%E5%B1%85%E4%B8%80%E8%BC%AA%EF%BC%86%E9%9B%B2%E5%B1%B1%E3%80%8F
0107,『⑤《水難事故の念縛霊》村紗水蜜』,村紗水蜜,⑤,回避スペル,幽霊,"条件：⑩以上の攻撃を受ける。
効果：この札が撃破された場合、回避判定後に相手の手札を1枚捨て札に送る。送る札は相手が選択する。",01,星蓮船デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A4%E3%80%8A%E6%B0%B4%E9%9B%A3%E4%BA%8B%E6%95%85%E3%81%AE%E5%BF%B5%E7%B8%9B%E9%9C%8A%E3%80%8B%E6%9D%91%E7%B4%97%E6%B0%B4%E8%9C%9C%E3%80%8F
0108,『⑥《何だか分からない物に興味津々》霧雨魔理沙』,霧雨魔理沙,⑥,攻撃スペル,魔術師,"条件：この札が自機札。
効果：相手札を撃破した場合、この札は守護フェーズに捨て札に送らず、ターン開始時に配置されていた自機エリアに配置し直す。",01,星蓮船デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A5%E3%80%8A%E4%BD%95%E3%81%A0%E3%81%8B%E5%88%86%E3%81%8B%E3%82%89%E3%81%AA%E3%81%84%E7%89%A9%E3%81%AB%E8%88%88%E5%91%B3%E6%B4%A5%E3%80%85%E3%80%8B%E9%9C%A7%E9%9B%A8%E9%AD%94%E7%90%86%E6%B2%99%E3%80%8F
0109,『⑦《毘沙門天の弟子》寅丸星』,寅丸星,⑦,攻撃スペル,妖獣,"代償：自分の手札にある①妖獣札を相手に公開する。公開後、手札に戻す。
効果：相手札を撃破した場合、相手守護エリアの裏向き札を1枚選択し、表向きにする。",01,星蓮船デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A6%E3%80%8A%E6%AF%98%E6%B2%99%E9%96%80%E5%A4%A9%E3%81%AE%E5%BC%9F%E5%AD%90%E3%80%8B%E5%AF%85%E4%B8%B8%E6%98%9F%E3%80%8F
0110,『⑧《神奈子様の仰るとおりに》東風谷早苗』,東風谷早苗,⑧,攻撃スペル,人間,"代償：自分の手札にある⑩以上の札を1枚選択し、捨て札に送る。
効果：この札の数値を、代償で選択した札の数値と同じにする。",01,星蓮船デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A7%E3%80%8A%E7%A5%9E%E5%A5%88%E5%AD%90%E6%A7%98%E3%81%AE%E4%BB%B0%E3%82%8B%E3%81%A8%E3%81%8A%E3%82%8A%E3%81%AB%E3%80%8B%E6%9D%B1%E9%A2%A8%E8%B0%B7%E6%97%A9%E8%8B%97%E3%80%8F
0111,『⑨《封印された大魔法使い》聖白蓮』,聖白蓮,⑨,攻撃スペル,魔術師,効果：この効果は回避判定時に適用される。⑩以上の札を攻撃した場合、この札を⑫として扱う。⑨以下の札を攻撃した場合、この札を⑥として扱う。,01,星蓮船デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A8%E3%80%8A%E5%B0%81%E5%8D%B0%E3%81%95%E3%82%8C%E3%81%9F%E5%A4%A7%E9%AD%94%E6%B3%95%E4%BD%BF%E3%81%84%E3%80%8B%E8%81%96%E7%99%BD%E8%93%AE%E3%80%8F
0112,『⑩《未確認幻想飛行少女》封獣ぬえ』,封獣ぬえ,⑩,回避スペル,妖怪,"代償：この札を①として扱う。
効果：回避判定後、自分の守護札を全て手札に戻す。その後、可能な限り自分の守護エリアに手札を裏向きで配置する。",01,星蓮船デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A9%E3%80%8A%E6%9C%AA%E7%A2%BA%E8%AA%8D%E5%B9%BB%E6%83%B3%E9%A3%9B%E8%A1%8C%E5%B0%91%E5%A5%B3%E3%80%8B%E5%B0%81%E7%8D%A3%E3%81%AC%E3%81%88%E3%80%8F
0113,『⑪《夜空のユーフォーロマンス》小傘＆ぬえ』,"小傘, ぬえ",⑪,回避スペル,付喪神,"条件：捨て札に付喪神が存在する。
効果：この札を⑫として扱う。",01,星蓮船デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%AA%E3%80%8A%E5%A4%9C%E7%A9%BA%E3%81%AE%E3%83%A6%E3%83%BC%E3%83%95%E3%82%A9%E3%83%BC%E3%83%AD%E3%83%9E%E3%83%B3%E3%82%B9%E3%80%8B%E5%B0%8F%E5%82%98%EF%BC%86%E3%81%AC%E3%81%88%E3%80%8F
0114,『⑫《毘沙門天の部下と化身》ナズーリン＆星』,"ナズーリン, 星",⑫,攻撃スペル,妖獣,"代償：相手自機エリアに配置された札を攻撃できない。
効果：本来の攻撃範囲を無視して攻撃対象を選択できる。",01,星蓮船デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%AB%E3%80%8A%E6%AF%98%E6%B2%99%E9%96%80%E5%A4%A9%E3%81%AE%E9%83%A8%E4%B8%8B%E3%81%A8%E5%8C%96%E8%BA%AB%E3%80%8B%E3%83%8A%E3%82%BA%E3%83%BC%E3%83%AA%E3%83%B3%EF%BC%86%E6%98%9F%E3%80%8F
0115,『①《戸惑わない亡霊》西行寺幽々子』,西行寺幽々子,①,攻撃スペル,幽霊,効果：相手札を撃破した場合、自分の捨て札にある⑨以下のスペルなし幽霊札を1枚選択し、手札に加える。,01,神霊廟デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A0%E3%80%8A%E6%88%B8%E6%83%91%E3%82%8F%E3%81%AA%E3%81%84%E4%BA%A1%E9%9C%8A%E3%80%8B%E8%A5%BF%E8%A1%8C%E5%AF%BA%E5%B9%BD%E3%80%85%E5%AD%90%E3%80%8F
0116,『②《読経するヤマビコ》幽谷響子』,幽谷響子,②,攻撃スペル,妖獣,効果：1つ前の相手ターンに攻撃を行った相手札と同じ攻撃スペル効果を得る。（発動時に選択した札に記載された条件、代償を満たす必要がある。）,01,神霊廟デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A1%E3%80%8A%E8%AA%AD%E7%B5%8C%E3%81%99%E3%82%8B%E3%83%A4%E3%83%9E%E3%83%93%E3%82%B3%E3%80%8B%E5%B9%BD%E8%B0%B7%E9%9F%BF%E5%AD%90%E3%80%8F
0117,『③《お困りの忘れ物》多々良小傘』,多々良小傘,③,回避スペル,付喪神,"条件：守護エリアにこの札が存在。
効果：相手攻撃札と同じ数値になる。",01,神霊廟デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A2%E3%80%8A%E3%81%8A%E5%9B%B0%E3%82%8A%E3%81%AE%E5%BF%98%E3%82%8C%E7%89%A9%E3%80%8B%E5%A4%9A%E3%80%85%E8%89%AF%E5%B0%8F%E5%82%98%E3%80%8F
0118,『④《忠実な死体》宮古芳香』,宮古芳香,④,スペルなし,幽霊,,01,神霊廟デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A3%E3%80%8A%E5%BF%A0%E5%AE%9F%E3%81%AA%E6%AD%BB%E4%BD%93%E3%80%8B%E5%AE%AE%E5%8F%A4%E8%8A%B3%E9%A6%99%E3%80%8F
0119,『⑤《壁抜けの邪仙》青娥＆芳香』,"青娥, 芳香",⑤,攻撃スペル,仙人,"代償：自分の手札にある幽霊札を1枚選択し、捨て札に送る。
効果：相手の自機エリアを1ヶ所選択し、相手の自機札を選択したエリアに配置する。",01,神霊廟デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A4%E3%80%8A%E5%A3%81%E6%8A%9C%E3%81%91%E3%81%AE%E9%82%AA%E4%BB%99%E3%80%8B%E9%9D%92%E5%A8%A5%EF%BC%86%E8%8A%B3%E9%A6%99%E3%80%8F
0120,『⑥《神の末裔の亡霊》蘇我屠自古』,蘇我屠自古,⑥,回避スペル,幽霊,"条件：⑤以下の攻撃を受ける。
効果：回避判定後、この札を裏向きにする。",01,神霊廟デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A5%E3%80%8A%E7%A5%9E%E3%81%AE%E6%9C%AB%E8%A3%94%E3%81%AE%E4%BA%A1%E9%9C%8A%E3%80%8B%E8%98%87%E6%88%91%E5%B1%A0%E8%87%AA%E5%8F%A4%E3%80%8F
0121,『⑦《古代日本の尸解仙》物部布都』,物部布都,⑦,攻撃スペル,仙人,"条件：この札が守護札。
効果：相手札を撃破した場合、自分の空き自機エリアを1ヶ所選択し、自分の自機札を選択したエリアに配置する。",01,神霊廟デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A6%E3%80%8A%E5%8F%A4%E4%BB%A3%E6%97%A5%E6%9C%AC%E3%81%AE%E5%B0%B8%E8%A7%A3%E4%BB%99%E3%80%8B%E7%89%A9%E9%83%A8%E5%B8%83%E9%83%BD%E3%80%8F
0122,『⑧《聖徳道士》豊聡耳神子』,豊聡耳神子,⑧,攻撃スペル,仙人,"条件：自分自機エリアに自機札が存在する。
効果：相手札を撃破した場合、守護フェーズ開始時にこの札を捨て札に送らず、
　　　自分の空き自機エリアに表向きで配置し、自分の自機札を捨て札に送る。
　　　以後、この札を自機として扱う。",01,神霊廟デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A7%E3%80%8A%E8%81%96%E5%BE%B3%E9%81%93%E5%A3%AB%E3%80%8B%E8%B1%8A%E8%81%A1%E8%80%B3%E7%A5%9E%E5%AD%90%E3%80%8F
0123,『⑨《古の妖怪その1》封獣ぬえ』,封獣ぬえ,⑨,攻撃スペル,妖怪,"代償：自分の手札をランダムに1枚選択し、捨て札に送る。
効果：守護フェーズ開始時、この札は捨て札に送らずに手札に戻る。",01,神霊廟デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A8%E3%80%8A%E5%8F%A4%E3%81%AE%E5%A6%96%E6%80%AA%E3%81%9D%E3%81%AE1%E3%80%8B%E5%B0%81%E7%8D%A3%E3%81%AC%E3%81%88%E3%80%8F
0124,『⑩《化け狸　十変化》二ッ岩マミゾウ』,二ッ岩マミゾウ,⑩,回避スペル,妖獣,"条件：ゲーム中に自分の自機札が別の札と入れ替えられている。
効果：この札の数値を①から⑫の任意の数値に変更できる。",01,神霊廟デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A9%E3%80%8A%E5%8C%96%E3%81%91%E7%8B%B8%E3%80%80%E5%8D%81%E5%A4%89%E5%8C%96%E3%80%8B%E4%BA%8C%E3%83%83%E5%B2%A9%E3%83%9E%E3%83%9F%E3%82%BE%E3%82%A6%E3%80%8F
0125,『⑪《聖徳伝説》神子＆布都＆屠自古』,"神子, 布都, 屠自古",⑪,攻撃スペル,仙人,"代償：弾幕攻撃を行わない。
効果：この札以外の自分の守護エリアに存在する札を全て手札に戻す。",01,神霊廟デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%AA%E3%80%8A%E8%81%96%E5%BE%B3%E4%BC%9D%E8%AA%AC%E3%80%8B%E7%A5%9E%E5%AD%90%EF%BC%86%E5%B8%83%E9%83%BD%EF%BC%86%E5%B1%A0%E8%87%AA%E5%8F%A4%E3%80%8F
0126,『⑫《半人半霊の庭師》魂魄妖夢』,魂魄妖夢,⑫,攻撃スペル,幽霊,"条件：自分の捨て札が4枚以上。
代償：この札を⑥として扱う。弾幕攻撃を行わない。
効果：回避判定後、この札でもう一度攻撃を行う。",01,神霊廟デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%AB%E3%80%8A%E5%8D%8A%E4%BA%BA%E5%8D%8A%E9%9C%8A%E3%81%AE%E5%BA%AD%E5%B8%AB%E3%80%8B%E9%AD%82%E9%AD%84%E5%A6%96%E5%A4%A2%E3%80%8F
0127,『①《舌禍をもたらす女神》稀神サグメ』,稀神サグメ,①,スペルなし,月の民,,02,ExtraDeck 1,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A0%E3%80%8A%E8%88%8C%E7%A6%8D%E3%82%92%E3%82%82%E3%81%9F%E3%82%89%E3%81%99%E5%A5%B3%E7%A5%9E%E3%80%8B%E7%A8%80%E7%A5%9E%E3%82%B5%E3%82%B0%E3%83%A1%E3%80%8F
0128,『②《体に優しくない人形》メディスン・メランコリー』,メディスン・メランコリー,②,攻撃スペル,妖怪,効果：この札の攻撃を受けた表向き札は回避スペルを発動できない。,02,ExtraDeck 1,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A1%E3%80%8A%E4%BD%93%E3%81%AB%E5%84%AA%E3%81%97%E3%81%8F%E3%81%AA%E3%81%84%E4%BA%BA%E5%BD%A2%E3%80%8B%E3%83%A1%E3%83%87%E3%82%A3%E3%82%B9%E3%83%B3%E3%83%BB%E3%83%A1%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%AA%E3%83%BC%E3%80%8F
0129,『③《狂気なる地獄の妖精》クラウンピース』,クラウンピース,③,スペルなし,妖精,,02,ExtraDeck 1,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A2%E3%80%8A%E7%8B%82%E6%B0%97%E3%81%AA%E3%82%8B%E5%9C%B0%E7%8D%84%E3%81%AE%E5%A6%96%E7%B2%BE%E3%80%8B%E3%82%AF%E3%83%A9%E3%82%A6%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9%E3%80%8F
0130,『④《溶けない炎天下の氷精》チルノ』,チルノ,④,回避スペル,妖精,"条件：⑩以上の攻撃を受ける。
効果：自分の捨て札にある③以下のスペルなし妖精札を1枚選択し、手札に加える。",02,ExtraDeck 1,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A3%E3%80%8A%E6%BA%B6%E3%81%91%E3%81%AA%E3%81%84%E7%82%8E%E5%A4%A9%E4%B8%8B%E3%81%AE%E6%B0%B7%E7%B2%BE%E3%80%8B%E3%83%81%E3%83%AB%E3%83%8E%E3%80%8F
0131,『⑤《空を飛ぶ不思議な巫女》博麗霊夢』,博麗霊夢,⑤,回避スペル,人間,"代償：自分の手札にある⑩以上の札を相手に公開する。公開後、手札に戻す。
効果：弾幕攻撃を受けた自分の札の合計値を⑫にする。",02,ExtraDeck 1,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A4%E3%80%8A%E7%A9%BA%E3%82%92%E9%A3%9B%E3%81%B6%E4%B8%8D%E6%80%9D%E8%AD%B0%E3%81%AA%E5%B7%AB%E5%A5%B3%E3%80%8B%E5%8D%9A%E9%BA%97%E9%9C%8A%E5%A4%A2%E3%80%8F
0132,『⑥《水棲の技師》河城にとり』,河城にとり,⑥,攻撃スペル,妖怪,"代償：手札のスペルなし札を１枚選択し、捨て札に送る。
効果：守護フェーズ開始時、この札は捨て札に送らず、裏向きで自分の守護エリアに配置し直す。",02,ExtraDeck 1,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A5%E3%80%8A%E6%B0%B4%E6%A3%B2%E3%81%AE%E6%8A%80%E5%B8%AB%E3%80%8B%E6%B2%B3%E5%9F%8E%E3%81%AB%E3%81%A8%E3%82%8A%E3%80%8F
0133,『⑦《Revengeful Ghost》魅魔』,魅魔,⑦,攻撃スペル,幽霊,"条件：自分の自機札が相手の自機札の数値以下。
効果：相手札を撃破した場合、次の相手ターンに相手は攻撃スペルを発動できない。",02,ExtraDeck 1,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A6%E3%80%8ARevengeful%20Ghost%E3%80%8B%E9%AD%85%E9%AD%94%E3%80%8F
0134,『⑧《みんなの心の病み》古明地さとり』,古明地さとり,⑧,回避スペル,妖怪,"効果：自分か相手の捨て札から⑦以下の回避スペル札を1枚選択する。選択した札と同じスペル効果を得る。
（発動時に選択した札に記載された条件、代償を満たす必要がある。）",02,ExtraDeck 1,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A7%E3%80%8A%E3%81%BF%E3%82%93%E3%81%AA%E3%81%AE%E5%BF%83%E3%81%AE%E7%97%85%E3%81%BF%E3%80%8B%E5%8F%A4%E6%98%8E%E5%9C%B0%E3%81%95%E3%81%A8%E3%82%8A%E3%80%8F
0135,『⑨《惨憺たる大海原》村紗水蜜』,村紗水蜜,⑨,回避スペル,幽霊,"条件：自分の自機札が相手の自機札の数値以下。
効果：攻撃を受けていない自分の守護札を１枚選択し、手札に戻す。",02,ExtraDeck 1,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A8%E3%80%8A%E6%83%A8%E6%86%BA%E3%81%9F%E3%82%8B%E5%A4%A7%E6%B5%B7%E5%8E%9F%E3%80%8B%E6%9D%91%E7%B4%97%E6%B0%B4%E8%9C%9C%E3%80%8F
0136,『⑩《魔法少女達の百年祭》三魔女』,三魔女,⑩,回避スペル,魔術師,"代償：自分の手札にある魔術師札を相手に公開する。公開後、手札に戻す。
効果：この札の数値を、代償で選択した札の数値と同じにする。",02,ExtraDeck 1,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A9%E3%80%8A%E9%AD%94%E6%B3%95%E5%B0%91%E5%A5%B3%E9%81%94%E3%81%AE%E7%99%BE%E5%B9%B4%E7%A5%AD%E3%80%8B%E4%B8%89%E9%AD%94%E5%A5%B3%E3%80%8F
0137,『⑪《兎は舞い降りた》清蘭』,清蘭,⑪,攻撃スペル,玉兎,"代償：手札のスペルなし札を１枚選択し、捨て札に送る。
効果：この札を⑫として扱う。",02,ExtraDeck 1,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%AA%E3%80%8A%E5%85%8E%E3%81%AF%E8%88%9E%E3%81%84%E9%99%8D%E3%82%8A%E3%81%9F%E3%80%8B%E6%B8%85%E8%98%AD%E3%80%8F
0138,『⑫《メイガスナイト》霧雨魔理沙』,霧雨魔理沙,⑫,攻撃スペル,魔術師,"条件：ゲーム中にスペル効果で、手札からこの札を相手に公開している。
効果：相手は回避スペルを発動できない。",02,ExtraDeck 1,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%AB%E3%80%8A%E3%83%A1%E3%82%A4%E3%82%AC%E3%82%B9%E3%83%8A%E3%82%A4%E3%83%88%E3%80%8B%E9%9C%A7%E9%9B%A8%E9%AD%94%E7%90%86%E6%B2%99%E3%80%8F
0139,『①《湖の氷精》チルノ』,チルノ,①,攻撃スペル,妖精,効果：この札の攻撃を受けた相手札は、回避判定時に撃破されず、相手の手札に戻る。,01,輝針城デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A0%E3%80%8A%E6%B9%96%E3%81%AE%E6%B0%B7%E7%B2%BE%E3%80%8B%E3%83%81%E3%83%AB%E3%83%8E%E3%80%8F
0140,『②《淡水に棲む人魚》わかさぎ姫』,わかさぎ姫,②,回避スペル,妖怪,"条件：弾幕攻撃を受ける。
効果：この札が撃破された場合、回避判定後に相手の手札を1枚捨て札に送る。送る札は相手が選択する。",01,輝針城デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A1%E3%80%8A%E6%B7%A1%E6%B0%B4%E3%81%AB%E6%A3%B2%E3%82%80%E4%BA%BA%E9%AD%9A%E3%80%8B%E3%82%8F%E3%81%8B%E3%81%95%E3%81%8E%E5%A7%AB%E3%80%8F
0141,『③《ろくろ首の怪奇》赤蛮奇』,赤蛮奇,③,攻撃スペル,妖怪,"条件：自分の手札が3枚以上。
効果：相手札を撃破した場合、回避判定後にこの札を自分の手札に戻す。",01,輝針城デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A2%E3%80%8A%E3%82%8D%E3%81%8F%E3%82%8D%E9%A6%96%E3%81%AE%E6%80%AA%E5%A5%87%E3%80%8B%E8%B5%A4%E8%9B%AE%E5%A5%87%E3%80%8F
0142,『④《竹林のルーガルー》今泉影狼』,今泉影狼,④,攻撃スペル,妖獣,"条件：ゲーム中に自分の自機札が別の札と入れ替えられている。
効果：この札を⑥として扱う。",01,輝針城デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A3%E3%80%8A%E7%AB%B9%E6%9E%97%E3%81%AE%E3%83%AB%E3%83%BC%E3%82%AC%E3%83%AB%E3%83%BC%E3%80%8B%E4%BB%8A%E6%B3%89%E5%BD%B1%E7%8B%BC%E3%80%8F
0143,『⑤《古びた琴の付喪神》九十九八橋』,九十九八橋,⑤,回避スペル,付喪神,"条件：自分の捨て札に付喪神札が存在する。
効果：攻撃を受けていない自分の守護札を1枚選択し、選択した札を手札に戻す。",01,輝針城デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A4%E3%80%8A%E5%8F%A4%E3%81%B3%E3%81%9F%E7%90%B4%E3%81%AE%E4%BB%98%E5%96%AA%E7%A5%9E%E3%80%8B%E4%B9%9D%E5%8D%81%E4%B9%9D%E5%85%AB%E6%A9%8B%E3%80%8F
0144,『⑥《古びた琵琶の付喪神》九十九弁々』,九十九弁々,⑥,回避スペル,付喪神,"条件：自分の捨て札に付喪神札が存在する。
効果：この札を⑦として扱う。",01,輝針城デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A5%E3%80%8A%E5%8F%A4%E3%81%B3%E3%81%9F%E7%90%B5%E7%90%B6%E3%81%AE%E4%BB%98%E5%96%AA%E7%A5%9E%E3%80%8B%E4%B9%9D%E5%8D%81%E4%B9%9D%E5%BC%81%E3%80%85%E3%80%8F
0145,『⑦《女子二楽坊》九十九姉妹』,九十九姉妹,⑦,スペルなし,付喪神,,01,輝針城デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A6%E3%80%8A%E5%A5%B3%E5%AD%90%E4%BA%8C%E6%A5%BD%E5%9D%8A%E3%80%8B%E4%B9%9D%E5%8D%81%E4%B9%9D%E5%A7%89%E5%A6%B9%E3%80%8F
0146,『⑧《逆襲のあまのじゃく》鬼人正邪』,鬼人正邪,⑧,攻撃スペル,鬼,"条件：ターン開始時にこの札が表向きで存在する。
効果：この札以外の自分と相手の守護札を1枚ずつ選択し、選択した札の表裏を変更する。",01,輝針城デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A7%E3%80%8A%E9%80%86%E8%A5%B2%E3%81%AE%E3%81%82%E3%81%BE%E3%81%AE%E3%81%98%E3%82%83%E3%81%8F%E3%80%8B%E9%AC%BC%E4%BA%BA%E6%AD%A3%E9%82%AA%E3%80%8F
0147,『⑨《小人の末裔》少名針妙丸』,少名針妙丸,⑨,攻撃スペル,人間,"代償：自分の手札にある付喪神札を1枚選択し、捨て札に送る。
効果：この札の数値を⑩として扱う。この札は弾幕攻撃を行える。",01,輝針城デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A8%E3%80%8A%E5%B0%8F%E4%BA%BA%E3%81%AE%E6%9C%AB%E8%A3%94%E3%80%8B%E5%B0%91%E5%90%8D%E9%87%9D%E5%A6%99%E4%B8%B8%E3%80%8F
